ISO,Reported endangerment level,Years,P[Y=1],P[Y=2],P[Y=3],P[Y=4],P[Y=5],P[Y=6],P[Y=7]
gap,1,40,0.645163878,0.240794967,0.073557347,0.026407069,0.013448681,0.000567159,6.09e-05
gaq,2,40,0.675141686,0.225841325,0.065163999,0.022459897,0.010922733,0.000426875,4.35e-05
gar,1,40,0.880451543,0.097346841,0.016816241,0.004035885,0.001321694,2.61e-05,1.68e-06
gas,1,40,0.785508156,0.162298512,0.036950977,0.010764978,0.004343398,0.000123808,1.02e-05
gat,1,40,0.784851904,0.162714519,0.037104736,0.010821934,0.004371754,0.00012488,1.03e-05
gau,1,40,0.656890287,0.235067665,0.070240954,0.024821965,0.01241717,0.000508466,5.35e-05
gaw,1,40,0.933445186,0.056782286,0.007750818,0.001579294,0.000435777,6.31e-06,3.31e-07
gax,1,40,0.999370363,0.000604902,2.26e-05,1.91e-06,2.23e-07,5.95e-10,1.08e-11
gay,2,40,0.872967099,0.10281624,0.018236829,0.0044584,0.001488956,3.05e-05,2.01e-06
gaz,1,40,0.999923919,7.42e-05,1.79e-06,1.13e-07,1.01e-08,1.54e-11,1.97e-13
gbb,2,40,0.182295059,0.288354863,0.208795804,0.140771015,0.15400821,0.020594354,0.005180694
gbd,4,40,0,0,0,0,0,0,1
gbe,1,40,0.705671983,0.209576406,0.056915166,0.018787993,0.008704443,0.000313774,3.02e-05
gbf,1,40,0.836376365,0.128683869,0.02561533,0.00678917,0.002472023,5.89e-05,4.3e-06
gbg,1,40,0.934036377,0.056310452,0.00766068,0.001557309,0.000428681,6.18e-06,3.23e-07
gbh,1,40,0.984110339,0.014449325,0.001224545,0.000179858,3.56e-05,2.76e-07,9.69e-09
gbi,1,40,0.927617167,0.061409477,0.00865376,0.00180261,0.000508888,7.68e-06,4.14e-07
gbj,2,40,0.587717244,0.266500093,0.090368333,0.034963304,0.019399225,0.00094049,0.00011131
gbk,1,40,0.930463809,0.059154825,0.008209501,0.001692044,0.000472459,6.99e-06,3.72e-07
gbl,1,40,0.9367533,0.05413615,0.007249967,0.001457867,0.000396825,5.6e-06,2.89e-07
gbm,1,40,0.990013854,0.00919699,0.000681217,9.13e-05,1.65e-05,1.07e-07,3.37e-09
gbn,3,40,0.391858486,0.31990323,0.152206849,0.075264376,0.055813391,0.004256218,0.00069745
gbo,1,40,0.969621716,0.026996638,0.002800684,0.000472356,0.000107477,1.08e-06,4.51e-08
gbp,1,40,0.989537918,0.009624143,0.000722302,9.77e-05,1.78e-05,1.18e-07,3.75e-09
gbq,1,40,0.954172753,0.039955357,0.004763492,0.000883989,0.000221599,2.68e-06,1.26e-07
gbr,1,40,0.979736077,0.018284015,0.001668101,0.00025765,5.37e-05,4.58e-07,1.71e-08
gbs,1,40,0.967825184,0.028524022,0.003015524,0.000515219,0.00011877,1.23e-06,5.19e-08
gbu,5,40,0,0,0,0,0,0,1
gbv,1,40,0.967516848,0.028785593,0.003052778,0.000522713,0.000120761,1.25e-06,5.31e-08
gbx,1,40,0.993374118,0.006159315,0.000407444,5.06e-05,8.5e-06,4.76e-08,1.36e-09
gby,1,40,0.976930957,0.02072079,0.001968204,0.000312499,6.69e-05,6.01e-07,2.32e-08
gbz,4,40,0,0,0,0,0,0,1
gcc,1,40,0.860665197,0.111673248,0.020639156,0.005192913,0.001788204,3.86e-05,2.64e-06
gcd,5,40,0,0,0,0,0,0,1
gce,7,40,0,0,0,0,0,0,1
gcn,1,40,0.855276435,0.115501543,0.021717029,0.005530322,0.001929065,4.26e-05,2.96e-06
gda,1,40,0.546192668,0.282513544,0.103030432,0.042006146,0.02476614,0.001323323,0.000167746
gdb,1,40,0.610567624,0.256753295,0.083574836,0.03139947,0.016843523,0.000773181,8.81e-05
gdc,6,40,0,0,0,0,0,0,1
gdd,1,40,0.931760111,0.058124659,0.008009227,0.001642636,0.000456325,6.69e-06,3.54e-07
gde,1,40,0.935522302,0.055122501,0.007435332,0.001502598,0.000411105,5.86e-06,3.04e-07
gdf,1,40,0.919814039,0.067537528,0.009902105,0.002120122,0.000615863,9.8e-06,5.47e-07
gdg,1,40,0.720501069,0.201308303,0.05302474,0.017127666,0.007745052,0.00026805,2.51e-05
gdh,5,40,0,0,0,0,0,0,1
gdi,1,40,0.915969453,0.070529165,0.010533088,0.002284261,0.00067245,1.1e-05,6.22e-07
gdj,5,40,0,0,0,0,0,0,1
gdk,3,40,0.439628726,0.312469244,0.136838616,0.063696077,0.043917154,0.002997303,0.000452881
gdl,1,40,0.946562478,0.046203277,0.005817291,0.001120944,0.000292024,3.8e-06,1.86e-07
gdm,3,40,0.559098777,0.277777846,0.099054604,0.0397371,0.022991536,0.001192189,0.000147947
gdn,1,40,0.911777856,0.073770445,0.011232603,0.002468956,0.000737104,1.23e-05,7.11e-07
gdo,3,40,0.181066865,0.287731954,0.208979781,0.141215402,0.154950666,0.020804773,0.005250558
gdq,3,40,0.521743524,0.290864268,0.110650207,0.046508625,0.028414956,0.00160645,0.000211971
gdr,1,40,0.876387087,0.100324664,0.01758377,0.004263044,0.001411159,2.84e-05,1.85e-06
gdu,1,40,0.698765487,0.213345646,0.058753527,0.019588528,0.009176899,0.00033702,3.29e-05
gdx,2,40,0.985215916,0.013472868,0.001117596,0.000161771,3.16e-05,2.38e-07,8.21e-09
gea,1,40,0.65617706,0.235420527,0.070441468,0.024916856,0.012478279,0.00051189,5.39e-05
geb,1,40,0.867198139,0.106990163,0.019353147,0.004796655,0.00162547,3.41e-05,2.29e-06
gec,1,40,0.946164257,0.046527915,0.005873865,0.001133939,0.000295969,3.86e-06,1.9e-07
ged,1,40,0.924788781,0.063639488,0.009101142,0.001915265,0.000546453,8.41e-06,4.6e-07
geh,1,40,0.672859822,0.227015414,0.065792948,0.022748293,0.011102418,0.000436463,4.46e-05
gei,2,40,0.513745002,0.293414806,0.11316552,0.048040801,0.029695284,0.001709978,0.00022861
gej,1,40,0.970259645,0.026452893,0.002725324,0.000457467,0.000103592,1.04e-06,4.28e-08
gek,1,40,0.819759712,0.139962097,0.029187647,0.007993203,0.003015052,7.65e-05,5.81e-06
gel,1,40,0.79692108,0.154991834,0.034306504,0.009797714,0.003868156,0.000106204,8.51e-06
geq,2,40,0.524196743,0.290063821,0.109880836,0.0460446,0.028031078,0.001575827,0.000207096
ges,1,40,0.726264496,0.198030846,0.05153407,0.016503711,0.007391811,0.000251734,2.33e-05
gew,1,40,0.914802842,0.071433406,0.010726578,0.002335066,0.000690133,1.13e-05,6.46e-07
gey,1,40,0.883009002,0.095463754,0.016338143,0.003895743,0.001267049,2.47e-05,1.58e-06
gez,6,40,0,0,0,0,0,0,1
gfk,1,40,0.924135974,0.06415276,0.009205232,0.00194166,0.000555318,8.59e-06,4.7e-07
gga,1,40,0.714918313,0.20444894,0.054480172,0.017743416,0.008097587,0.000284616,2.7e-05
ggb,1,40,0.870150182,0.104858848,0.018779625,0.004622199,0.00155478,3.22e-05,2.14e-06
ggd,7,40,0,0,0,0,0,0,1
gge,2,40,0.112905464,0.239734329,0.211542836,0.165424206,0.220129741,0.038320565,0.01194286
ggg,1,40,0.858549799,0.11317979,0.02106046,0.005324228,0.00184278,4.02e-05,2.76e-06
ggk,7,40,0,0,0,0,0,0,1
ggl,1,40,0.51065006,0.294377155,0.114141495,0.048641618,0.030202709,0.001751597,0.000235365
ggt,1,40,0.777453552,0.167373298,0.038850723,0.011474142,0.00469935,0.000137446,1.15e-05
ggu,1,40,0.959768054,0.035306473,0.004023682,0.000723876,0.000175818,2.01e-06,9.03e-08
ggw,1,40,0.979782491,0.018243556,0.001663234,0.000256774,5.35e-05,4.55e-07,1.7e-08
gha,2,40,0.39427477,0.319628005,0.151432533,0.074649992,0.055150419,0.00418187,0.000682413
ghe,1,40,0.768698758,0.172812282,0.040946246,0.012270018,0.005106144,0.000153484,1.31e-05
ghh,2,40,0.730052597,0.195857292,0.050560948,0.01610006,0.007165459,0.000241429,2.22e-05
ghk,1,40,0.867579226,0.106715558,0.019278841,0.004773973,0.001616246,3.39e-05,2.27e-06
ghl,3,40,0.41328404,0.317079199,0.145324674,0.06992635,0.050171678,0.003639215,0.000574842
ghn,1,40,0.861111862,0.111354527,0.020550502,0.005165373,0.001776799,3.83e-05,2.61e-06
gho,1,40,0.559996375,0.277440261,0.098779382,0.039582012,0.022871818,0.001183501,0.000146652
ghr,1,40,0.8041596,0.150287225,0.032658727,0.009206935,0.003583924,9.6e-05,7.57e-06
ghs,1,40,0.980840032,0.017320375,0.001553238,0.000237107,4.88e-05,4.07e-07,1.5e-08
ght,1,40,0.155709855,0.273168551,0.21190563,0.150417465,0.176008064,0.025803519,0.006986916
gia,3,40,0.106513083,0.233557638,0.210663086,0.167484738,0.22788992,0.040847412,0.013044123
gid,1,40,0.940469538,0.051146207,0.006697772,0.001326121,0.000355246,4.87e-06,2.47e-07
gig,1,40,0.814141467,0.143709901,0.030424914,0.008420984,0.003213177,8.32e-05,6.4e-06
gil,1,40,0.991839733,0.007551381,0.000528712,6.82e-05,1.19e-05,7.18e-08,2.15e-09
gim,1,40,0.975685717,0.021797291,0.002105039,0.000338035,7.32e-05,6.72e-07,2.63e-08
gin,2,40,0.037868059,0.134981749,0.170558921,0.175280544,0.340692227,0.095505078,0.045113421
gip,1,40,0.933334356,0.056870689,0.007767747,0.001583429,0.000437114,6.33e-06,3.33e-07
giq,5,40,0,0,0,0,0,0,1
gir,5,40,0,0,0,0,0,0,1
gis,1,40,0.886211195,0.093095684,0.015744876,0.003723317,0.001200407,2.31e-05,1.46e-06
git,3,40,0.253201134,0.313730266,0.193705472,0.116011622,0.109055817,0.011785574,0.002510115
giw,5,40,0,0,0,0,0,0,1
gix,1,40,0.813122806,0.144385892,0.030650804,0.00849967,0.003249905,8.44e-05,6.51e-06
giz,1,40,0.901935621,0.081299294,0.01292096,0.002925972,0.00090125,1.59e-05,9.54e-07
gji,1,40,0.687477903,0.219393253,0.06179323,0.020934609,0.009985478,0.000377879,3.76e-05
gjk,1,40,0.970703888,0.026073804,0.002673137,0.000447202,0.000100926,1e-06,4.13e-08
gjn,1,40,0.961570413,0.033798535,0.003792092,0.000674918,0.000162148,1.81e-06,8.06e-08
gju,1,40,0.977220797,0.020469773,0.001936666,0.000306659,6.55e-05,5.86e-07,2.25e-08
gka,2,40,0.459568751,0.308193411,0.13042377,0.059218094,0.039634392,0.002583911,0.000377669
gke,5,40,0,0,0,0,0,0,1
gkn,1,40,0.980492011,0.017624453,0.001589244,0.000243518,5.03e-05,4.23e-07,1.56e-08
gkp,1,40,0.988629966,0.010437099,0.000802109,0.000110224,2.05e-05,1.39e-07,4.52e-09
gla,1,40,0.690664201,0.217700334,0.060930804,0.020549864,0.009752571,0.000365973,3.63e-05
glc,1,40,0.598114122,0.262145363,0.087260808,0.033314953,0.018203644,0.000860965,0.000100145
gld,3,40,0.043099601,0.145578015,0.177123798,0.176823048,0.329758552,0.087934783,0.039682203
gle,1,40,0.804965536,0.149760032,0.032476702,0.009142243,0.003553085,9.49e-05,7.47e-06
glg,1,40,0.888603007,0.091319423,0.015305681,0.00359674,0.001151909,2.19e-05,1.37e-06
glh,1,40,0.915140852,0.071171583,0.010670421,0.002320298,0.000684985,1.12e-05,6.39e-07
glj,1,40,0.808830332,0.147222504,0.031607867,0.008835035,0.003407422,8.98e-05,7e-06
glk,1,40,0.964813066,0.03107228,0.003384101,0.000590123,0.000138873,1.49e-06,6.47e-08
glo,1,40,0.758633035,0.178966373,0.043394114,0.013217562,0.005600241,0.000173585,1.51e-05
glr,1,40,0.862749435,0.110184187,0.020226385,0.005064969,0.001735337,3.72e-05,2.52e-06
glu,1,40,0.840219903,0.12603377,0.024808044,0.006523649,0.002355306,5.53e-05,3.99e-06
glv,6,40,0,0,0,0,0,0,1
glw,1,40,0.905505306,0.078581797,0.012301325,0.00275645,0.000839697,1.46e-05,8.6e-07
gly,6,40,0,0,0,0,0,0,1
gma,7,40,0,0,0,0,0,0,1
gmb,1,40,0.595128688,0.263409597,0.088150362,0.03378366,0.018541248,0.0008832,0.000103245
gmd,1,40,0.678927146,0.223880726,0.064124339,0.021985791,0.010629042,0.000411337,4.16e-05
gmm,1,40,0.921487962,0.06622932,0.009630617,0.002050239,0.00059203,9.32e-06,5.16e-07
gmn,1,40,0.70058077,0.212359998,0.058268737,0.019376428,0.009051106,0.000330785,3.22e-05
gmu,1,40,0.630118358,0.247909382,0.077872218,0.02851958,0.014858421,0.000650376,7.17e-05
gmx,2,40,0.605914322,0.258790299,0.084947382,0.032107741,0.017342766,0.000805065,9.24e-05
gna,1,40,0.849802449,0.119358562,0.022827447,0.005882836,0.002078401,4.7e-05,3.31e-06
gnb,1,40,0.811655394,0.145357772,0.030977039,0.008613626,0.003303252,8.62e-05,6.68e-06
gnd,1,40,0.899835094,0.08289145,0.013289367,0.003027719,0.000938555,1.68e-05,1.01e-06
gne,2,40,0.734136096,0.193497068,0.049517909,0.015670639,0.006926547,0.000230684,2.11e-05
gng,1,40,0.931258346,0.058523667,0.008086595,0.001661691,0.000462536,6.8e-06,3.61e-07
gnh,5,40,0,0,0,0,0,0,1
gni,4,40,0,0,0,0,0,0,1
gnk,1,40,0.645419186,0.240671962,0.073484701,0.026371989,0.013425607,0.000565826,6.07e-05
gnl,7,40,0,0,0,0,0,0,1
gnm,1,40,0.856140655,0.114889679,0.021543139,0.005475568,0.001906067,4.2e-05,2.9e-06
gnn,1,40,0.103051152,0.230059882,0.210068361,0.1685653,0.232244221,0.042313026,0.013698058
gno,1,40,0.971371508,0.025503418,0.002595166,0.000431936,9.7e-05,9.54e-07,3.9e-08
gnq,4,40,0,0,0,0,0,0,1
gnr,6,40,0,0,0,0,0,0,1
gnt,1,40,0.609977882,0.257012916,0.08374847,0.031488744,0.016906212,0.000777163,8.86e-05
gnu,1,40,0.724439957,0.199072254,0.05200466,0.016699954,0.007502474,0.000256815,2.39e-05
gnw,1,40,0.573753199,0.272134608,0.094583291,0.0372488,0.0210951,0.001056971,0.00012803
gnz,1,40,0.584720061,0.267730317,0.091269105,0.035446895,0.019754368,0.000964529,0.000114726
goa,1,40,0.990273385,0.008963757,0.000659037,8.79e-05,1.58e-05,1.02e-07,3.18e-09
gob,2,40,0.126073403,0.251396181,0.212572131,0.1609755,0.205199369,0.033748302,0.010035115
goc,1,40,0.812486135,0.144807842,0.030792228,0.008549025,0.003272987,8.52e-05,6.58e-06
god,1,40,0.929317004,0.060064384,0.008387743,0.001736246,0.000486969,7.26e-06,3.89e-07
goe,2,40,0.595247066,0.263359678,0.088115047,0.033765004,0.018527775,0.000882309,0.000103121
gog,1,40,0.990302898,0.00893722,0.000656525,8.75e-05,1.58e-05,1.01e-07,3.16e-09
goi,1,40,0.87490704,0.101404502,0.017865585,0.004347114,0.001444543,2.93e-05,1.92e-06
gol,1,40,0.961117083,0.034178303,0.003850023,0.00068711,0.000165537,1.86e-06,8.29e-08
gom,1,40,0.975070251,0.02232821,0.00217346,0.000350919,7.64e-05,7.09e-07,2.8e-08
goo,1,40,0.420333391,0.315965494,0.143054835,0.068223633,0.048427558,0.003455718,0.00053937
gop,3,40,0.385469562,0.320576565,0.154251193,0.076904203,0.057600581,0.004459069,0.000738828
goq,3,40,0.630985259,0.247506677,0.077621824,0.028395431,0.014774479,0.000645326,7.1e-05
gor,2,40,0.879870228,0.097773859,0.016925438,0.00406804,0.001334292,2.64e-05,1.7e-06
gos,1,40,0.894342401,0.087030817,0.014265747,0.003300739,0.001039947,1.92e-05,1.18e-06
gou,1,40,0.799174216,0.153533289,0.033791121,0.009611939,0.003778274,0.000102956,8.2e-06
gow,1,40,0.852303711,0.11760012,0.022318138,0.005720538,0.002009376,4.5e-05,3.14e-06
gox,1,40,0.881272496,0.096743154,0.016662359,0.003990663,0.001304015,2.57e-05,1.65e-06
goy,5,40,0,0,0,0,0,0,1
goz,3,40,0.016589004,0.080742866,0.127157194,0.154903025,0.385953072,0.144574482,0.090080359
gpa,1,40,0.892446297,0.088451752,0.014607106,0.003397318,0.001076251,2e-05,1.24e-06
gpn,4,40,0,0,0,0,0,0,1
gqa,1,40,0.827854682,0.134504012,0.027430885,0.007395244,0.002742608,6.75e-05,5.03e-06
gqi,2,40,0.566980151,0.274777568,0.096643958,0.038387316,0.021956351,0.00111774,0.000136916
gqr,1,40,0.946039099,0.0466299,0.005891675,0.001138035,0.000297215,3.89e-06,1.91e-07
gra,1,40,0.907039486,0.077409295,0.012037543,0.002684907,0.000813952,1.4e-05,8.22e-07
grc,7,40,0,0,0,0,0,0,1
grd,4,40,0,0,0,0,0,0,1
grg,4,40,0,0,0,0,0,0,1
grh,1,40,0.888199137,0.091619805,0.015379604,0.00361798,0.001160022,2.21e-05,1.38e-06
gri,1,40,0.94880937,0.044367345,0.005500698,0.001048726,0.000270249,3.45e-06,1.67e-07
grj,1,40,0.947717315,0.04526056,0.005654012,0.001083592,0.000280729,3.62e-06,1.76e-07
grm,2,40,0.011135049,0.062016794,0.107488751,0.141082967,0.393189666,0.166969991,0.118116782
gro,1,40,0.771127552,0.171311419,0.040361737,0.012046596,0.004991178,0.000148904,1.26e-05
grq,5,40,0,0,0,0,0,0,1
grr,2,40,0.696817117,0.21439954,0.05927512,0.019817524,0.009313209,0.000343814,3.37e-05
grs,4,40,0,0,0,0,0,0,1
grt,1,40,0.970520261,0.026230543,0.002694679,0.000451434,0.000102024,1.02e-06,4.19e-08
gru,1,40,0.972021742,0.024947097,0.002519758,0.000417254,9.32e-05,9.08e-07,3.69e-08
grv,1,40,0.924484815,0.063878549,0.009149571,0.001927537,0.000550572,8.49e-06,4.65e-07
grx,1,40,0.535932895,0.286118139,0.106214641,0.043862688,0.026250159,0.001436315,0.000185162
gry,1,40,0.916673492,0.069982668,0.010416772,0.002253826,0.000661894,1.07e-05,6.07e-07
gsl,1,40,0.819974972,0.139817846,0.029140534,0.007977021,0.003007609,7.62e-05,5.79e-06
gsn,1,40,0.773642644,0.169750717,0.039759008,0.011817363,0.004873844,0.000144267,1.22e-05
gso,1,40,0.986895262,0.011983597,0.000959503,0.000135581,2.59e-05,1.86e-07,6.23e-09
gsp,1,40,0.621765517,0.251743861,0.080295699,0.029731155,0.015684737,0.000700712,7.83e-05
gsw,1,40,0.952085209,0.041677626,0.005047264,0.000946815,0.000239978,2.97e-06,1.41e-07
gta,5,40,0,0,0,0,0,0,1
gua,4,40,0,0,0,0,0,0,1
guc,1,40,0.364131776,0.322236034,0.161037045,0.082543765,0.063947635,0.005207886,0.00089586
gud,1,40,0.960314372,0.034849946,0.003953128,0.0007089,0.000171619,1.95e-06,8.73e-08
gue,3,40,0.251447762,0.31332308,0.194158283,0.116595976,0.109978501,0.011943184,0.002553215
guf,1,40,0.232289301,0.308208848,0.19889461,0.123084384,0.120612254,0.013827922,0.003082682
gug,1,40,0.982509123,0.0158582,0.001383251,0.000207202,4.19e-05,3.37e-07,1.21e-08
guh,2,40,0.842793629,0.124250473,0.024271555,0.006348569,0.002278972,5.3e-05,3.8e-06
gui,1,40,0.814099027,0.143738086,0.030434315,0.008424256,0.003214702,8.32e-05,6.41e-06
guj,1,40,0.998005885,0.001891345,9.22e-05,9.31e-06,1.28e-06,4.84e-09,1.08e-10
guk,1,40,0.982558801,0.015814582,0.001378262,0.000206334,4.17e-05,3.35e-07,1.2e-08
gum,1,40,0.386196612,0.320503952,0.154018789,0.076716468,0.057394664,0.004435517,0.000733998
gun,1,40,0.553138789,0.279992367,0.100886371,0.040775819,0.023798561,0.00125128,0.000156812
guo,1,40,0.365182875,0.322176107,0.16070462,0.08226004,0.063620734,0.005168241,0.000887383
gup,2,40,0.192642276,0.293324478,0.207114136,0.13704029,0.146324642,0.018919847,0.004634331
guq,1,40,0.324944707,0.322748987,0.173228964,0.093566602,0.077304454,0.006926748,0.001279539
gur,1,40,0.976776966,0.020854085,0.001985008,0.000315618,6.77e-05,6.1e-07,2.36e-08
gut,3,40,0.18539418,0.289895018,0.208316371,0.139651005,0.151659361,0.020074745,0.00500932
guu,1,40,0.763703512,0.175879629,0.042155934,0.012735888,0.005347763,0.00016323,1.4e-05
guw,1,40,0.996695243,0.00311135,0.000171717,1.89e-05,2.82e-06,1.25e-08,3.08e-10
gux,1,40,0.990649195,0.008625641,0.000627207,8.3e-05,1.49e-05,9.41e-08,2.91e-09
guz,1,40,0.990783158,0.008505003,0.000615945,8.13e-05,1.45e-05,9.14e-08,2.82e-09
gva,4,40,0,0,0,0,0,0,1
gvc,2,40,0.590955857,0.265158076,0.089397465,0.034445003,0.019020796,0.000915083,0.00010772
gve,2,40,0.564859363,0.2755929,0.097291304,0.038747876,0.022231377,0.00113737,0.00013981
gvf,1,40,0.990587348,0.008681316,0.000632422,8.38e-05,1.5e-05,9.54e-08,2.96e-09
gvj,1,40,0.217676661,0.303438806,0.20220662,0.128153044,0.129460192,0.015493351,0.003571326
gvl,1,40,0.966747435,0.02943759,0.003146218,0.000541586,0.000125795,1.32e-06,5.63e-08
gvm,4,40,0,0,0,0,0,0,1
gvn,2,40,0.02653529,0.108841455,0.151836846,0.168395792,0.365389664,0.116711739,0.062289214
gvo,1,40,0.278194645,0.318501295,0.18695699,0.107863272,0.096737035,0.009770776,0.001975988
gvp,4,40,0,0,0,0,0,0,1
gvr,2,40,0.911748892,0.073792769,0.011237478,0.002470253,0.000737562,1.23e-05,7.11e-07
gvs,1,40,0.43920736,0.312552445,0.136974331,0.063792888,0.044011688,0.003006671,0.000454616
gvy,7,40,0,0,0,0,0,0,1
gwa,1,40,0.896923255,0.085090154,0.013804648,0.003171203,0.00099161,1.8e-05,1.1e-06
gwb,1,40,0.40011374,0.318916965,0.149559162,0.073178388,0.053576973,0.004007374,0.000647399
gwc,2,40,0.93913109,0.05222521,0.006895357,0.001373,0.000369957,5.13e-06,2.61e-07
gwd,1,40,0.924113704,0.06417026,0.009208789,0.001942563,0.000555622,8.59e-06,4.71e-07
gwe,4,40,0,0,0,0,0,0,1
gwf,2,40,0.37767944,0.321289034,0.156736944,0.078933938,0.059848755,0.00471925,0.00079264
gwg,1,40,0.701970018,0.211603242,0.057898492,0.019214921,0.008955617,0.000326074,3.16e-05
gwi,3,40,0.219875173,0.304207214,0.201727122,0.127384283,0.128085153,0.015228654,0.0034924
gwj,1,40,0.716692576,0.203454454,0.054016403,0.017546508,0.007984429,0.000279269,2.64e-05
gwn,1,40,0.945387123,0.047160808,0.005984669,0.001159466,0.000303744,3.99e-06,1.97e-07
gwr,1,40,0.976815776,0.020820496,0.00198077,0.000314831,6.75e-05,6.08e-07,2.35e-08
gwt,2,40,0.821158594,0.1390238,0.02888186,0.007888319,0.00296688,7.49e-05,5.67e-06
gwu,7,40,0,0,0,0,0,0,1
gww,5,40,0,0,0,0,0,0,1
gwx,1,40,0.893306713,0.087807465,0.014451933,0.003353344,0.001059693,1.96e-05,1.21e-06
gxx,1,40,0.987532272,0.01141669,0.000900982,0.000126065,2.38e-05,1.68e-07,5.56e-09
gya,1,40,0.995528474,0.004188354,0.000249719,2.89e-05,4.54e-06,2.22e-08,5.85e-10
gyb,1,40,0.879159564,0.098295385,0.017059196,0.004107502,0.001349782,2.68e-05,1.73e-06
gyd,5,40,0,0,0,0,0,0,1
gye,5,40,0,0,0,0,0,0,1
gyf,7,40,0,0,0,0,0,0,1
gyg,1,40,0.798204792,0.154161485,0.034012594,0.009691661,0.003816789,0.000104345,8.33e-06
gyi,2,40,0.825863583,0.135852895,0.02786012,0.007540311,0.002808212,6.97e-05,5.21e-06
gyl,1,40,0.934214202,0.056168439,0.007633621,0.00155072,0.000426558,6.14e-06,3.21e-07
gym,1,40,0.921763164,0.066013912,0.009586173,0.002038842,0.000588158,9.24e-06,5.11e-07
gyr,1,40,0.391187436,0.319977673,0.152421786,0.075435566,0.05599876,0.004277094,0.000701684
gyy,7,40,0,0,0,0,0,0,1
gza,1,40,0.741479215,0.189208121,0.04765804,0.014913258,0.006509988,0.000212277,1.91e-05
gzi,3,40,0.609939953,0.2570296,0.08375964,0.03149449,0.016910249,0.00077742,8.86e-05
gzn,1,40,0.565083355,0.275507064,0.097222886,0.038709703,0.022202208,0.001135283,0.000139502
haa,5,40,0,0,0,0,0,0,1
hac,3,40,0.647067847,0.239875836,0.073016055,0.026146071,0.013277275,0.000557275,5.96e-05
had,1,40,0.830204335,0.132906871,0.02692679,0.00722574,0.002666358,6.51e-05,4.82e-06
hae,1,40,0.998199977,0.001709556,8.13e-05,8.08e-06,1.1e-06,4e-09,8.77e-11
hag,1,40,0.803335366,0.150825687,0.032845184,0.00927332,0.003615629,9.71e-05,7.67e-06
hah,1,40,0.828924576,0.133777487,0.027201022,0.007317836,0.002707732,6.64e-05,4.93e-06
haj,1,40,0.901473198,0.08165024,0.013001824,0.002948244,0.000909393,1.61e-05,9.67e-07
hal,2,40,0.77924982,0.166247438,0.038424698,0.011314081,0.004618466,0.000134314,1.12e-05
ham,1,40,0.848513139,0.120262372,0.023091229,0.005967298,0.002114502,4.81e-05,3.39e-06
han,1,40,0.933122528,0.057039609,0.007800128,0.001591345,0.000439674,6.38e-06,3.35e-07
hao,1,40,0.876850938,0.099985743,0.017495702,0.004236844,0.001400785,2.82e-05,1.83e-06
hap,1,40,0.73772994,0.191405152,0.048605111,0.01529759,0.006720596,0.000221531,2.01e-05
haq,1,40,0.988603417,0.010460833,0.00080447,0.000110598,2.05e-05,1.4e-07,4.54e-09
har,1,40,0.76094005,0.177565287,0.042829479,0.012997305,0.005484457,0.000168815,1.46e-05
has,3,40,0.140991145,0.263065863,0.212681437,0.155720066,0.189810672,0.029404891,0.008325926
hau,1,40,0.99970756,0.000282734,8.96e-06,6.78e-07,7.13e-08,1.54e-10,2.45e-12
hav,1,40,0.975578982,0.021889418,0.002116868,0.000340257,7.38e-05,6.79e-07,2.66e-08
haw,1,40,0.410762986,0.317455692,0.146135986,0.070541684,0.050808501,0.003707073,0.000588078
hax,5,40,0,0,0,0,0,0,1
hay,1,40,0.985524904,0.01319941,0.001088105,0.000156834,3.05e-05,2.28e-07,7.82e-09
haz,1,40,0.976386344,0.02119199,0.002027784,0.000323579,6.96e-05,6.32e-07,2.46e-08
hbb,1,40,0.928446859,0.060753396,0.008523647,0.001770092,0.000498128,7.48e-06,4.02e-07
hbn,3,40,0.649744786,0.238576464,0.072256849,0.025781502,0.013038876,0.000543615,5.79e-05
hbo,6,40,0,0,0,0,0,0,1
hbu,2,40,0.548486205,0.281688235,0.102321411,0.041597544,0.024443394,0.001299149,0.000164062
hca,1,40,0.490854644,0.30020146,0.120416144,0.05259102,0.033613688,0.00203989,0.000283155
hch,1,40,0.763893808,0.175763257,0.042109666,0.012717983,0.00533843,0.000162851,1.4e-05
hdn,5,40,0,0,0,0,0,0,1
hdy,1,40,0.997245644,0.002600484,0.000137137,1.46e-05,2.12e-06,8.84e-09,2.11e-10
hea,1,40,0.938867703,0.052437257,0.006934412,0.001382301,0.000372886,5.18e-06,2.64e-07
heb,1,40,0.842984309,0.124118074,0.024231939,0.006335685,0.002273375,5.28e-05,3.79e-06
