ISO,Reported endangerment level,Years,P[Y=1],P[Y=2],P[Y=3],P[Y=4],P[Y=5],P[Y=6],P[Y=7]
tiz,3,40,0.763454961,0.176031569,0.042216388,0.012759293,0.005359969,0.000163727,1.41e-05
tja,1,40,0.899257321,0.083328496,0.013391189,0.003055964,0.000948958,1.7e-05,1.03e-06
tjg,2,40,0.848082858,0.120563607,0.02317945,0.005995607,0.002126629,4.84e-05,3.42e-06
tji,4,40,0,0,0,0,0,0,1
tjn,7,40,0,0,0,0,0,0,1
tjo,3,40,0.355676541,0.322633281,0.163702649,0.084848621,0.066633731,0.005538041,0.000967135
tjs,4,40,0,0,0,0,0,0,1
tju,7,40,0,0,0,0,0,0,1
tkb,1,40,0.86208259,0.110661116,0.020358197,0.005105749,0.001752155,3.76e-05,2.56e-06
tkd,1,40,0.823624086,0.137365087,0.02834515,0.007705043,0.002883094,7.21e-05,5.43e-06
tke,1,40,0.964175897,0.031609351,0.003463371,0.000606447,0.000143312,1.55e-06,6.76e-08
tkg,1,40,0.970594126,0.026167501,0.002686009,0.00044973,0.000101582,1.01e-06,4.17e-08
tkn,3,40,0.187005414,0.290678069,0.208058725,0.139069529,0.150454493,0.019810855,0.004922914
tkq,1,40,0.986316316,0.012497863,0.001013392,0.000144432,2.78e-05,2.03e-07,6.88e-09
tkr,2,40,0.708771434,0.20786797,0.056095568,0.018434388,0.008497784,0.000303755,2.91e-05
tks,3,40,0.637203735,0.244592028,0.075832011,0.02751362,0.014182166,0.000610032,6.64e-05
tkt,1,40,0.891410316,0.089226391,0.014794537,0.003450591,0.001096371,2.05e-05,1.27e-06
tku,2,40,0.446003886,0.311173896,0.134785863,0.062242436,0.042507656,0.002858874,0.000427389
tkw,3,40,0.501402045,0.297169995,0.11706624,0.050463634,0.031760025,0.001881392,0.00025667
tkx,2,40,0.406110402,0.318119958,0.147632418,0.07168617,0.052002246,0.003835506,0.000613301
tkz,1,40,0.660147318,0.233448893,0.069327277,0.024391125,0.012140747,0.000493062,5.16e-05
tla,1,40,0.706236671,0.209265925,0.056765593,0.018723309,0.008666547,0.00031193,3e-05
tlb,1,40,0.731566015,0.194984627,0.050173654,0.015940219,0.007076301,0.000237404,2.18e-05
tlc,3,40,0.211344037,0.301121168,0.203547302,0.130378832,0.133512107,0.016286067,0.003810486
tld,1,40,0.738822718,0.190766339,0.048328523,0.01518506,0.006658766,0.000218803,1.98e-05
tlf,1,40,0.951801147,0.041911484,0.005086193,0.000955492,0.000242534,3.01e-06,1.43e-07
tlg,1,40,0.182000796,0.288206273,0.208840199,0.14087746,0.154233408,0.020644533,0.005197331
tli,4,40,0,0,0,0,0,0,1
tlj,1,40,0.949804468,0.043551941,0.005361925,0.001017343,0.000260869,3.3e-06,1.58e-07
tlk,3,40,0.211442233,0.301158307,0.203526987,0.130344193,0.133448222,0.016273421,0.003806638
tlm,2,40,0.563412103,0.276145926,0.09773363,0.038995047,0.022420543,0.001150935,0.000141816
tln,1,40,0.294121643,0.320594995,0.182414971,0.10285255,0.089630907,0.008683566,0.00170137
tlo,5,40,0,0,0,0,0,0,1
tlp,1,40,0.601291015,0.26078794,0.086316694,0.032820246,0.01784935,0.00083782,9.69e-05
tlq,1,40,0.647618992,0.23960899,0.072859569,0.026070783,0.013227945,0.00055444,5.93e-05
tlr,1,40,0.939392812,0.052014411,0.006856606,0.001363782,0.000367057,5.07e-06,2.59e-07
tls,4,40,0,0,0,0,0,0,1
tlt,1,40,0.645712985,0.24053032,0.073401127,0.026331652,0.013399089,0.000564294,6.05e-05
tlu,3,40,0.497553301,0.298295338,0.118286949,0.051233784,0.032426678,0.001937897,0.000266054
tlv,1,40,0.536343019,0.285976808,0.106086973,0.043787568,0.026189554,0.001431642,0.000184436
tlx,1,40,0.791836573,0.158263779,0.035477685,0.01022321,0.004075727,0.000113806,9.22e-06
tly,1,40,0.918090145,0.068881192,0.010183762,0.002193096,0.000640917,1.03e-05,5.79e-07
tma,1,40,0.898969235,0.083546271,0.013442037,0.003070089,0.000954168,1.72e-05,1.04e-06
tmb,2,40,0.483782493,0.302140564,0.122669907,0.054047284,0.034904622,0.002152805,0.000302324
tmc,1,40,0.890702196,0.089755179,0.014923023,0.003487209,0.001110239,2.09e-05,1.3e-06
tmd,1,40,0.86392552,0.109341878,0.019994493,0.004993404,0.001705899,3.63e-05,2.46e-06
tmf,2,40,0.459367803,0.308239756,0.130488315,0.059262221,0.039675743,0.002587799,0.000378363
tmg,7,40,0,0,0,0,0,0,1
tmi,2,40,0.271868332,0.31747068,0.188712938,0.109893222,0.099714128,0.010242518,0.002098182
tmj,2,40,0.377963136,0.321265209,0.15664657,0.078859434,0.059765521,0.004709518,0.000790612
tml,1,40,0.388706917,0.320245295,0.153215876,0.076070495,0.056688726,0.004355129,0.000717562
tmm,1,40,0.865258416,0.108385453,0.019732581,0.004912846,0.001672878,3.54e-05,2.39e-06
tmn,1,40,0.891770349,0.08895732,0.014729326,0.003432037,0.001089356,2.04e-05,1.26e-06
tmo,5,40,0,0,0,0,0,0,1
tmq,1,40,0.575074727,0.271612025,0.094182438,0.037028953,0.020930051,0.001045449,0.000126358
tmr,6,40,0,0,0,0,0,0,1
tms,1,40,0.008091057,0.049911487,0.093038378,0.129263547,0.392887076,0.18346117,0.143347285
tmt,2,40,0.279667542,0.318724679,0.186544002,0.107393874,0.096056881,0.009664351,0.001948671
tmu,1,40,0.588300433,0.266259403,0.090193316,0.034869647,0.019330673,0.000935871,0.000110656
tmv,1,40,0.850770079,0.118679088,0.022630036,0.005819806,0.00205154,4.62e-05,3.24e-06
tmz,7,40,0,0,0,0,0,0,1
tna,3,40,0.371015037,0.321801909,0.158856282,0.080696948,0.06183435,0.004953661,0.000841812
tnb,1,40,0.265613063,0.316335832,0.190418929,0.11192225,0.102749311,0.010733395,0.00222722
tnc,2,40,0.416923095,0.316515428,0.144153123,0.069044084,0.049264658,0.003543358,0.000556253
tnd,5,40,0,0,0,0,0,0,1
tng,1,40,0.9209733,0.066631907,0.009713877,0.002071623,0.000599306,9.46e-06,5.26e-07
tnh,1,40,0.87377765,0.102226885,0.018081459,0.004411752,0.001470308,3e-05,1.97e-06
tnk,1,40,0.705673618,0.209575507,0.056914733,0.018787805,0.008704333,0.000313768,3.02e-05
tnl,1,40,0.875382089,0.101058169,0.017774997,0.004320052,0.00143378,2.9e-05,1.9e-06
tnm,4,40,0,0,0,0,0,0,1
tnn,1,40,0.759627795,0.178362926,0.043150389,0.013122364,0.005550129,0.000171516,1.49e-05
tnp,3,40,0.896297107,0.085561682,0.013916139,0.003202426,0.001003224,1.83e-05,1.12e-06
tnq,6,40,0,0,0,0,0,0,1
tnr,1,40,0.794564387,0.15651175,0.034847954,0.009993852,0.003963545,0.00010968,8.83e-06
tnt,2,40,0.575870591,0.271296228,0.093941225,0.036896915,0.02083112,0.001038561,0.00012536
tnu,2,40,0.389490402,0.320162053,0.152965132,0.075869587,0.056469985,0.004330332,0.000712508
tnv,1,40,0.833658191,0.130548629,0.026190621,0.006979888,0.002556551,6.16e-05,4.52e-06
tnw,3,40,0.39195958,0.31989194,0.152174464,0.075238607,0.055785512,0.004253082,0.000696814
tnx,5,40,0,0,0,0,0,0,1
tny,1,40,0.70182193,0.211684009,0.057937927,0.019232104,0.008965763,0.000326573,3.17e-05
tnz,1,40,0.346142114,0.322896509,0.166688117,0.08749595,0.069787141,0.005935629,0.001054541
tob,2,40,0.728390165,0.196813061,0.050987355,0.016276576,0.007264232,0.000245911,2.27e-05
toc,1,40,0.815543942,0.142777433,0.030114691,0.008313216,0.003163016,8.15e-05,6.25e-06
tod,1,40,0.986417953,0.012407647,0.001003884,0.000142864,2.74e-05,2e-07,6.76e-09
tof,1,40,0.76573676,0.174634266,0.041662327,0.012545227,0.00524857,0.00015921,1.36e-05
tog,1,40,0.932087038,0.057864509,0.007958921,0.001630268,0.000452301,6.61e-06,3.49e-07
toh,1,40,0.967650967,0.028671837,0.00303656,0.000519448,0.000119893,1.24e-06,5.26e-08
toi,1,40,0.995139035,0.004546224,0.000277009,3.25e-05,5.18e-06,2.61e-08,6.99e-10
toj,1,40,0.722665896,0.200081426,0.052463401,0.016891907,0.007611106,0.00026183,2.44e-05
tol,5,40,0,0,0,0,0,0,1
tom,3,40,0.582573211,0.268604539,0.091915648,0.035795614,0.020011694,0.000982065,0.00011723
too,3,40,0.62548006,0.2500489,0.079215551,0.029188917,0.015313329,0.000677947,7.53e-05
top,1,40,0.869339463,0.105445114,0.018936655,0.004669824,0.001574019,3.27e-05,2.18e-06
toq,1,40,0.891671469,0.089031233,0.014747228,0.003437128,0.00109128,2.04e-05,1.27e-06
tor,1,40,0.968129263,0.0282659,0.002978893,0.000507868,0.000116822,1.2e-06,5.07e-08
tos,1,40,0.904068199,0.079677611,0.012549799,0.002824183,0.000864199,1.51e-05,8.97e-07
tou,1,40,0.843700716,0.123620294,0.024083262,0.006287383,0.002252414,5.22e-05,3.73e-06
tov,3,40,0.016556981,0.080641394,0.127058247,0.154840081,0.386010038,0.144686694,0.090206565
tow,2,40,0.34591868,0.322900283,0.166757792,0.087558605,0.069862672,0.005945284,0.001056684
toy,4,40,0,0,0,0,0,0,1
tpa,1,40,0.84952928,0.119550202,0.022883264,0.005900685,0.00208602,4.72e-05,3.32e-06
tpc,3,40,0.282542894,0.319143004,0.185733438,0.106481047,0.094742922,0.009460172,0.001896523
tpe,1,40,0.901966358,0.081275958,0.01291559,0.002924494,0.00090071,1.59e-05,9.54e-07
tpf,4,40,0,0,0,0,0,0,1
tpg,1,40,0.698928247,0.213257419,0.058710014,0.019569462,0.009165573,0.000336457,3.28e-05
tpi,1,40,0.986574214,0.012268889,0.000989305,0.000140466,2.69e-05,1.95e-07,6.58e-09
tpj,2,40,0.586437644,0.267026703,0.090752637,0.035169303,0.019550265,0.000950691,0.000112757
tpl,1,40,0.697979129,0.213771496,0.058963884,0.019680782,0.009231752,0.00033975,3.32e-05
tpm,1,40,0.805350986,0.149507655,0.032389749,0.00911138,0.003538393,9.44e-05,7.42e-06
tpo,1,40,0.652867072,0.237050481,0.071374072,0.025359796,0.012764614,0.000528023,5.59e-05
tpp,1,40,0.624006358,0.250723325,0.079643627,0.029403382,0.01545992,0.000686905,7.65e-05
tpq,1,40,0.541290115,0.284253851,0.104549468,0.042887403,0.025466978,0.001376311,0.000175874
tpr,4,40,0,0,0,0,0,0,1
tpt,2,40,0.61890325,0.253038672,0.081130622,0.030152764,0.015975295,0.000718679,8.07e-05
tpu,1,40,0.84216933,0.124683684,0.024401386,0.006390837,0.002297355,5.36e-05,3.85e-06
tpx,1,40,0.828915931,0.133783362,0.027202877,0.00731846,0.002708013,6.64e-05,4.93e-06
tpy,4,40,0,0,0,0,0,0,1
tpz,1,40,0.90160131,0.081553037,0.012979408,0.002942067,0.000907133,1.61e-05,9.64e-07
tqb,3,40,0.173510048,0.283738523,0.21003253,0.143954781,0.160899066,0.022158639,0.005706413
tql,2,40,0.322198716,0.32265304,0.17406472,0.09437179,0.078332537,0.007067027,0.00131217
tqm,5,40,0,0,0,0,0,0,1
tqn,3,40,0.007865175,0.048948729,0.091820159,0.128201605,0.392620786,0.184846985,0.145696561
tqo,1,40,0.984128433,0.014433368,0.001222777,0.000179557,3.56e-05,2.75e-07,9.67e-09
tqp,1,40,0.791491692,0.158484738,0.035557532,0.010252387,0.004090047,0.000114335,9.27e-06
tqr,6,40,0,0,0,0,0,0,1
tqt,2,40,0.338354073,0.32296208,0.169108186,0.089696588,0.072465339,0.006281747,0.001131986
tqu,1,40,0.820699469,0.139331983,0.028982122,0.007922671,0.00298264,7.54e-05,5.71e-06
tqw,6,40,0,0,0,0,0,0,1
tra,5,40,0,0,0,0,0,0,1
trb,2,40,0.220741987,0.304505135,0.201536153,0.127081763,0.127547398,0.015125726,0.003461838
trc,1,40,0.846582168,0.121612683,0.023487873,0.006094816,0.002169238,4.97e-05,3.53e-06
trd,4,40,0,0,0,0,0,0,1
tre,1,40,0.760439314,0.177869867,0.042951852,0.013044956,0.005509458,0.000169842,1.47e-05
trg,3,40,0.12320868,0.248973956,0.212429806,0.161962242,0.208333515,0.034677794,0.010414007
trh,4,40,0,0,0,0,0,0,1
tri,1,40,0.444991848,0.311384083,0.135111645,0.06247181,0.04272883,0.002880442,0.000431341
trj,4,40,0,0,0,0,0,0,1
trm,1,40,0.687066836,0.21961084,0.06190474,0.02098452,0.010015796,0.000379436,3.78e-05
trn,3,40,0.612970501,0.255691112,0.08286833,0.031037193,0.016589838,0.000757131,8.59e-05
tro,1,40,0.610264543,0.256886773,0.083664058,0.031445332,0.016875719,0.000775225,8.83e-05
trp,1,40,0.974269869,0.023017528,0.0022632,0.000367932,8.07e-05,7.59e-07,3.02e-08
trq,1,40,0.601579871,0.2606639,0.08623098,0.032775472,0.017817388,0.000835741,9.66e-05
trr,5,40,0,0,0,0,0,0,1
trs,1,40,0.676014698,0.22539059,0.064923817,0.022350079,0.010854517,0.000423251,4.3e-05
trt,2,40,0.227249271,0.306652151,0.200069221,0.124821491,0.123587826,0.014378051,0.003241987
tru,2,40,0.487886188,0.301024609,0.121361435,0.053199336,0.034150758,0.002086615,0.000291058
trv,1,40,0.725281269,0.198592494,0.051787515,0.016609317,0.007451313,0.000254462,2.36e-05
trw,1,40,0.874709497,0.101548447,0.017903292,0.00435839,0.001449031,2.94e-05,1.93e-06
trx,2,40,0.339314667,0.322961391,0.168810675,0.089423293,0.072129882,0.00623797,0.001122123
try,7,40,0,0,0,0,0,0,1
trz,6,40,0,0,0,0,0,0,1
tsa,1,40,0.88791633,0.091830035,0.015431425,0.003632886,0.001165721,2.22e-05,1.39e-06
tsb,1,40,0.867525749,0.106754103,0.019289264,0.004777153,0.001617538,3.39e-05,2.27e-06
tsc,1,40,0.988080671,0.010927729,0.000851268,0.000118061,2.21e-05,1.53e-07,5.02e-09
tsd,4,40,0,0,0,0,0,0,1
tsg,1,40,0.967356899,0.028921218,0.003072146,0.000526616,0.000121799,1.27e-06,5.38e-08
tsh,1,40,0.61348112,0.255464494,0.082718395,0.030960511,0.016536287,0.000753756,8.54e-05
tsi,3,40,0.212616057,0.301599302,0.203282967,0.129930416,0.132687145,0.016123126,0.003760988
tsj,1,40,0.965117167,0.030815711,0.003346426,0.00058239,0.000136777,1.47e-06,6.33e-08
tsk,1,40,0.527056859,0.28911993,0.108985145,0.04550709,0.027588658,0.001540775,0.000201542
tsl,1,40,0.724926609,0.198794832,0.051879022,0.016647495,0.007472853,0.000255452,2.37e-05
tsn,1,40,0.998843405,0.00110432,4.73e-05,4.39e-06,5.57e-07,1.78e-09,3.59e-11
tso,1,40,0.997967322,0.001927425,9.44e-05,9.56e-06,1.32e-06,5.01e-09,1.12e-10
tsp,2,40,0.868595563,0.105982432,0.019081061,0.004713715,0.001591788,3.32e-05,2.22e-06
tsr,1,40,0.571472561,0.273031174,0.095276007,0.037629962,0.021382222,0.001077111,0.000130963
tsu,1,40,0.2413665,0.310786779,0.196701144,0.119986984,0.115444614,0.012896235,0.002817744
tsv,1,40,0.807503984,0.148095108,0.031905282,0.008939903,0.003456999,9.16e-05,7.16e-06
tsw,1,40,0.933029953,0.057113414,0.007814291,0.00159481,0.000440796,6.4e-06,3.37e-07
tsx,1,40,0.893989686,0.08729545,0.014329081,0.003318614,0.001046649,1.93e-05,1.19e-06
tsz,1,40,0.786028503,0.161968338,0.036829192,0.010719921,0.004320994,0.000122962,1.01e-05
ttb,1,40,0.865156508,0.108458646,0.019752572,0.004918984,0.00167539,3.55e-05,2.39e-06
ttc,1,40,0.594933874,0.26349171,0.088208488,0.033814374,0.018563437,0.000884667,0.00010345
ttd,1,40,0.954113546,0.040004294,0.004771484,0.000885748,0.000222111,2.69e-06,1.26e-07
tte,1,40,0.864126586,0.109197725,0.019954922,0.004981214,0.001700895,3.62e-05,2.45e-06
ttf,3,40,0.340831015,0.32295604,0.168340458,0.08899295,0.071603307,0.006169497,0.001106734
ttg,2,40,0.609511459,0.25721795,0.083885861,0.03155945,0.016955911,0.000780324,8.9e-05
tth,1,40,0.841435668,0.125192258,0.024554209,0.006440674,0.002319067,5.42e-05,3.9e-06
tti,5,40,0,0,0,0,0,0,1
ttj,1,40,0.990531263,0.008731794,0.000637159,8.45e-05,1.52e-05,9.65e-08,3e-09
ttk,6,40,0,0,0,0,0,0,1
ttl,1,40,0.60366317,0.259766255,0.085613426,0.032453571,0.017588103,0.000820878,9.46e-05
ttm,3,40,0.090399551,0.216281022,0.207081868,0.172238395,0.249141651,0.048349331,0.016508181
ttn,4,40,0,0,0,0,0,0,1
tto,1,40,0.794690544,0.156430533,0.034818908,0.009983305,0.003958403,0.000109492,8.81e-06
ttp,2,40,0.403229348,0.318511247,0.148558421,0.072400684,0.052753674,0.003917172,0.000629455
ttq,1,40,0.995733182,0.003999932,0.000235613,2.7e-05,4.21e-06,2.03e-08,5.29e-10
ttr,1,40,0.943344844,0.048820001,0.006278338,0.001227608,0.000324649,4.34e-06,2.17e-07
tts,1,40,0.995230964,0.004461815,0.000270514,3.17e-05,5.03e-06,2.51e-08,6.71e-10
ttt,3,40,0.705720151,0.209549935,0.056902403,0.018782471,0.008701206,0.000313616,3.02e-05
ttu,2,40,0.661602409,0.232721791,0.068920153,0.024199961,0.012018643,0.000486302,5.07e-05
ttv,1,40,0.911326538,0.074118185,0.011308629,0.002489197,0.000744251,1.25e-05,7.21e-07
ttw,2,40,0.273532664,0.317753102,0.188253867,0.109357014,0.098922036,0.010116065,0.002065251
tty,1,40,0.649970139,0.238466701,0.072193035,0.025750938,0.013018945,0.000542477,5.78e-05
ttz,1,40,0.474215576,0.304641855,0.125727244,0.056055839,0.036714692,0.002314584,0.000330208
tua,4,40,0,0,0,0,0,0,1
tub,5,40,0,0,0,0,0,0,1
tuc,1,40,0.735193075,0.192883246,0.049248943,0.015560448,0.006865558,0.000227963,2.08e-05
tud,6,40,0,0,0,0,0,0,1
tue,2,40,0.657316165,0.234856688,0.070121298,0.024765399,0.01238078,0.00050643,5.32e-05
tuf,1,40,0.661511298,0.23276739,0.068945626,0.024211907,0.012026263,0.000486723,5.08e-05
tug,1,40,0.667240547,0.22988173,0.067348909,0.023466887,0.011553518,0.000460805,4.76e-05
tuh,2,40,0.795201797,0.156101233,0.03470127,0.009940618,0.003937606,0.000108732,8.74e-06
tui,1,40,0.97704923,0.02061838,0.00195532,0.000310112,6.63e-05,5.95e-07,2.3e-08
tuj,1,40,0.634395137,0.245914073,0.076639008,0.027909998,0.014447561,0.000625773,6.85e-05
tuk,1,40,0.963916723,0.031827616,0.003495742,0.000613135,0.000145137,1.58e-06,6.89e-08
tul,1,40,0.888530358,0.091373469,0.015318972,0.003600556,0.001153366,2.19e-05,1.37e-06
tum,1,40,0.995797993,0.003940232,0.000231182,2.65e-05,4.11e-06,1.97e-08,5.12e-10
tun,6,40,0,0,0,0,0,0,1
tuo,1,40,0.846248822,0.121845387,0.023556537,0.006116954,0.002178768,5e-05,3.55e-06
tuq,1,40,0.852263585,0.117628381,0.022326282,0.005723125,0.002010473,4.5e-05,3.15e-06
tur,1,40,0.996352235,0.003428766,0.000194023,2.17e-05,3.29e-06,1.5e-08,3.8e-10
tus,5,40,0,0,0,0,0,0,1
tuv,1,40,0.992594719,0.006867535,0.000468201,5.93e-05,1.02e-05,5.92e-08,1.74e-09
tux,7,40,0,0,0,0,0,0,1
tuy,1,40,0.900160076,0.082645454,0.013232188,0.003011881,0.00093273,1.67e-05,1e-06
tuz,1,40,0.930378499,0.059222545,0.008222726,0.001695317,0.000473531,7.01e-06,3.73e-07
tva,1,40,0.831468968,0.132044854,0.026656572,0.007135264,0.002625839,6.38e-05,4.71e-06
tvd,1,40,0.945813902,0.046813347,0.005923754,0.00114542,0.000299462,3.92e-06,1.93e-07
tvk,1,40,0.865783463,0.108008177,0.019629674,0.004881273,0.00165997,3.51e-05,2.36e-06
tvm,2,40,0.133712549,0.25756355,0.212753428,0.158305248,0.197130428,0.031426135,0.009108661
tvn,1,40,0.960674002,0.034549165,0.003906853,0.000699106,0.000168882,1.91e-06,8.53e-08
tvo,1,40,0.811680862,0.145340924,0.030971369,0.008611642,0.003302322,8.62e-05,6.67e-06
tvs,1,40,0.707295629,0.208682746,0.056485399,0.018602321,0.008595774,0.000308494,2.96e-05
tvt,1,40,0.859729451,0.11234026,0.020825228,0.005250819,0.001812231,3.93e-05,2.69e-06
tvw,1,40,0.332817858,0.32292486,0.170817049,0.091281926,0.074427451,0.006540234,0.001190622
tvy,7,40,0,0,0,0,0,0,1
twa,6,40,0,0,0,0,0,0,1
twb,1,40,0.767620123,0.173476837,0.0412066,0.012369889,0.005157726,0.000155551,1.33e-05
twe,1,40,0.723542403,0.199583248,0.052236608,0.016796928,0.007557307,0.000259343,2.42e-05
twf,3,40,0.280263695,0.318813335,0.186376413,0.107204233,0.09578296,0.009621632,0.001937732
twg,1,40,0.528045084,0.288791137,0.108675995,0.045322238,0.027437067,0.001528825,0.000199655
twh,1,40,0.937750829,0.053335394,0.007100646,0.001422017,0.000385438,5.4e-06,2.77e-07
twl,1,40,0.912589783,0.073144244,0.011096175,0.002432714,0.000724338,1.21e-05,6.93e-07
twn,4,40,0,0,0,0,0,0,1
two,1,40,0.500325642,0.29748693,0.117407443,0.05067832,0.031945358,0.001897044,0.000259263
twp,1,40,0.804820461,0.149854981,0.032509447,0.009153872,0.003558625,9.51e-05,7.48e-06
twq,1,40,0.834246995,0.13014535,0.026065697,0.006938368,0.002538101,6.1e-05,4.47e-06
twr,4,40,0,0,0,0,0,0,1
twt,6,40,0,0,0,0,0,0,1
twu,1,40,0.801855211,0.151790873,0.033180782,0.009393105,0.003672988,9.92e-05,7.86e-06
tww,1,40,0.591744891,0.264829125,0.08916132,0.034319394,0.018929428,0.000908981,0.000106861
twx,1,40,0.966065425,0.030014668,0.003229609,0.000558522,0.000130337,1.38e-06,5.92e-08
twy,1,40,0.712497674,0.205800238,0.055114712,0.018013889,0.008253664,0.000292038,2.78e-05
txa,2,40,0.02859359,0.113972727,0.155810525,0.170126484,0.360858865,0.112232879,0.05840493
txe,3,40,0.603348795,0.259902054,0.085706544,0.032502032,0.017622564,0.000823107,9.49e-05
txi,1,40,0.479825805,0.303192178,0.12393324,0.054872576,0.035644203,0.002218422,0.000313575
txm,2,40,0.617615822,0.253617864,0.081506898,0.030343478,0.016107238,0.000726883,8.18e-05
txn,1,40,0.739168473,0.190563954,0.048241105,0.015149543,0.006639279,0.000217945,1.97e-05
txo,1,40,0.558180236,0.278122208,0.099336426,0.039896171,0.023114539,0.001201136,0.000149284
txq,1,40,0.794591538,0.156494272,0.034841702,0.009991581,0.003962438,0.00010964,8.83e-06
txs,2,40,0.591342489,0.264996984,0.089281733,0.034383421,0.018975985,0.000912089,0.000107298
txt,1,40,0.759718514,0.178307842,0.043128182,0.013113699,0.005545573,0.000171328,1.49e-05
txu,2,40,0.676840496,0.224963446,0.064696852,0.022246465,0.010790258,0.000419846,4.26e-05
txx,2,40,0.011678616,0.064032882,0.109752187,0.142806177,0.392787287,0.164385501,0.114557349
txy,1,40,0.953693406,0.040351403,0.004828289,0.000898268,0.000225757,2.75e-06,1.29e-07
tya,1,40,0.595508357,0.263249434,0.08803711,0.033723847,0.018498061,0.000880346,0.000102846
tye,1,40,0.848416367,0.120330138,0.023111062,0.005973659,0.002117226,4.81e-05,3.4e-06
tyh,3,40,0.57133657,0.273084423,0.095317351,0.03765276,0.021399434,0.001078322,0.00013114
tyi,2,40,0.916896651,0.06980932,0.010379975,0.002244214,0.000658567,1.07e-05,6.03e-07
tyj,1,40,0.402623129,0.318591613,0.148753195,0.072551597,0.052912991,0.003934568,0.000632907
tyn,2,40,0.75330491,0.182180814,0.044706223,0.013733292,0.00587352,0.000184984,1.63e-05
typ,7,40,0,0,0,0,0,0,1
tyr,1,40,0.944597396,0.047803088,0.006097803,0.001185635,0.000311746,4.13e-06,2.04e-07
tys,1,40,0.287398544,0.319796791,0.184352083,0.104950142,0.092564745,0.009125817,0.001811878
tyt,1,40,0.020677396,0.093050615,0.138609401,0.161723751,0.3779932,0.131619805,0.076325833
tyu,1,40,0.389228809,0.320189979,0.153048859,0.07593663,0.056542936,0.004338596,0.000714192
tyv,1,40,0.817209106,0.14166764,0.02974754,0.00818611,0.003104069,7.95e-05,6.07e-06
tyx,1,40,0.838524397,0.127204735,0.025163266,0.006640179,0.00240639,5.69e-05,4.12e-06
tyz,2,40,0.954743085,0.039483688,0.004686682,0.000867114,0.000216701,2.61e-06,1.22e-07
tzh,1,40,0.903129582,0.080392019,0.012712801,0.002868796,0.000880404,1.55e-05,9.22e-07
tzj,1,40,0.877846788,0.09925731,0.017307039,0.004180836,0.001378657,2.76e-05,1.79e-06
tzm,1,40,0.959995705,0.035116296,0.003994245,0.000717621,0.000174063,1.98e-06,8.91e-08
tzn,1,40,0.219676164,0.304138414,0.201770815,0.127453785,0.128208963,0.015252398,0.003499461
tzo,2,40,0.884582773,0.094301356,0.016045823,0.003810578,0.001234051,2.39e-05,1.52e-06
tzx,1,40,0.905120547,0.078875418,0.012367718,0.002774516,0.00084622,1.47e-05,8.7e-07
uan,1,40,0.384152177,0.320705493,0.154672131,0.077245108,0.057975373,0.004502056,0.000747662
uar,1,40,0.93962707,0.051825653,0.006821968,0.001355553,0.000364471,5.03e-06,2.56e-07
uba,1,40,0.913510516,0.072433172,0.010942002,0.002391886,0.000710002,1.17e-05,6.73e-07
ubi,3,40,0.428418264,0.314579345,0.140450217,0.066302977,0.046491759,0.00325611,0.000501328
ubr,1,40,0.850193765,0.119083898,0.022747555,0.005857309,0.002067514,4.67e-05,3.28e-06
ubu,1,40,0.983448811,0.015032139,0.001289579,0.000190992,3.82e-05,3e-07,1.07e-08
uby,7,40,0,0,0,0,0,0,1
uda,1,40,0.913459109,0.072472901,0.010950595,0.002394158,0.000710799,1.18e-05,6.74e-07
ude,5,40,0,0,0,0,0,0,1
udg,1,40,0.634833896,0.245708154,0.076512788,0.027847871,0.014405871,0.000623292,6.81e-05
udi,1,40,0.428110784,0.314634162,0.140549286,0.066375397,0.046564148,0.003263497,0.000502726
udj,3,40,0.367079859,0.322062122,0.160104124,0.081749544,0.063034608,0.005097452,0.000872291
udl,1,40,0.880587805,0.097246693,0.016790672,0.004028363,0.001318751,2.6e-05,1.67e-06
udm,1,40,0.866755182,0.107309152,0.019439615,0.004823079,0.001636229,3.44e-05,2.31e-06
udu,1,40,0.073408643,0.19492898,0.200551429,0.176156772,0.274594999,0.058632051,0.021727125
ues,2,40,0.362776553,0.322309884,0.161465325,0.082910495,0.064371383,0.005259448,0.000906911
ufi,1,40,0.572283288,0.272713228,0.095029623,0.03749421,0.021279822,0.001069914,0.000129914
ugb,7,40,0,0,0,0,0,0,1
uge,1,40,0.77948009,0.166102865,0.038370181,0.011293641,0.00460816,0.000133916,1.11e-05
ugo,3,40,0.337184638,0.322960081,0.169469987,0.09003001,0.072875703,0.006335465,0.001144116
uha,1,40,0.94666683,0.04611817,0.005802489,0.001117549,0.000290994,3.78e-06,1.85e-07
uhn,2,40,0.877733738,0.099340058,0.017328428,0.004187177,0.001381159,2.76e-05,1.79e-06
uig,1,40,0.994222805,0.005385342,0.000343412,4.16e-05,6.82e-06,3.64e-08,1.01e-09
uis,1,40,0.890582243,0.089844698,0.014944818,0.003493429,0.001112598,2.09e-05,1.3e-06
uiv,1,40,0.717150541,0.20319721,0.053896881,0.017495868,0.007955391,0.000277901,2.62e-05
uji,1,40,0.716329617,0.203658172,0.054111184,0.017586697,0.008007493,0.000280356,2.65e-05
uka,2,40,0.307723074,0.321842293,0.178417769,0.09868781,0.083972833,0.007856857,0.001499365
